id,values,dimensi,tahun,label,data_title
13365471000,781125.0,Amerika Serikat,2000,Ekspor,Neraca Perdagangan beberapa Negara
13365471010,729100.0,Amerika Serikat,2001,Ekspor,Neraca Perdagangan beberapa Negara
13365471020,693103.0,Amerika Serikat,2002,Ekspor,Neraca Perdagangan beberapa Negara
13365471030,724771.0,Amerika Serikat,2003,Ekspor,Neraca Perdagangan beberapa Negara
13365471040,818520.0,Amerika Serikat,2004,Ekspor,Neraca Perdagangan beberapa Negara
13365471050,907158.0,Amerika Serikat,2005,Ekspor,Neraca Perdagangan beberapa Negara
13365471060,1038270.0,Amerika Serikat,2006,Ekspor,Neraca Perdagangan beberapa Negara
13365471070,1162980.0,Amerika Serikat,2007,Ekspor,Neraca Perdagangan beberapa Negara
13365471080,1301110.0,Amerika Serikat,2008,Ekspor,Neraca Perdagangan beberapa Negara
13365471090,1056750.0,Amerika Serikat,2009,Ekspor,Neraca Perdagangan beberapa Negara
13365471100,1278490.0,Amerika Serikat,2010,Ekspor,Neraca Perdagangan beberapa Negara
13365471110,1480290.0,Amerika Serikat,2011,Ekspor,Neraca Perdagangan beberapa Negara
13365471120,1545710.0,Amerika Serikat,2012,Ekspor,Neraca Perdagangan beberapa Negara
13365471130,1579050.0,Amerika Serikat,2013,Ekspor,Neraca Perdagangan beberapa Negara
13365471140,1623410.0,Amerika Serikat,2014,Ekspor,Neraca Perdagangan beberapa Negara
13365471180,18439.8,Amerika Serikat,2018,Ekspor,Neraca Perdagangan beberapa Negara
13365471190,17844.6,Amerika Serikat,2019,Ekspor,Neraca Perdagangan beberapa Negara
13365471200,18622.5,Amerika Serikat,2020,Ekspor,Neraca Perdagangan beberapa Negara
13365471210,25774.2,Amerika Serikat,2021,Ekspor,Neraca Perdagangan beberapa Negara
13365481000,1259300.0,Amerika Serikat,2000,Impor,Neraca Perdagangan beberapa Negara
13365481010,1179180.0,Amerika Serikat,2001,Impor,Neraca Perdagangan beberapa Negara
13365481020,1200230.0,Amerika Serikat,2002,Impor,Neraca Perdagangan beberapa Negara
13365481030,1303050.0,Amerika Serikat,2003,Impor,Neraca Perdagangan beberapa Negara
13365481040,1525680.0,Amerika Serikat,2004,Impor,Neraca Perdagangan beberapa Negara
13365481050,1735060.0,Amerika Serikat,2005,Impor,Neraca Perdagangan beberapa Negara
13365481060,1918080.0,Amerika Serikat,2006,Impor,Neraca Perdagangan beberapa Negara
13365481070,2020400.0,Amerika Serikat,2007,Impor,Neraca Perdagangan beberapa Negara
13365481080,2169490.0,Amerika Serikat,2008,Impor,Neraca Perdagangan beberapa Negara
13365481090,1605300.0,Amerika Serikat,2009,Impor,Neraca Perdagangan beberapa Negara
13365481100,1969180.0,Amerika Serikat,2010,Impor,Neraca Perdagangan beberapa Negara
13365481110,2265890.0,Amerika Serikat,2011,Impor,Neraca Perdagangan beberapa Negara
13365481120,2336520.0,Amerika Serikat,2012,Impor,Neraca Perdagangan beberapa Negara
13365481130,2329060.0,Amerika Serikat,2013,Impor,Neraca Perdagangan beberapa Negara
13365481140,2410440.0,Amerika Serikat,2014,Impor,Neraca Perdagangan beberapa Negara
13365481180,10176.2,Amerika Serikat,2018,Impor,Neraca Perdagangan beberapa Negara
13365481190,9261.6,Amerika Serikat,2019,Impor,Neraca Perdagangan beberapa Negara
13365481200,8580.2,Amerika Serikat,2020,Impor,Neraca Perdagangan beberapa Negara
13365481210,11249.2,Amerika Serikat,2021,Impor,Neraca Perdagangan beberapa Negara
13365491000,-478175.0,Amerika Serikat,2000,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491010,-450080.0,Amerika Serikat,2001,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491020,-507127.0,Amerika Serikat,2002,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491030,1073163545.0,Amerika Serikat,2003,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491040,-707160.0,Amerika Serikat,2004,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491050,-827902.0,Amerika Serikat,2005,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491060,-879810.0,Amerika Serikat,2006,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491070,-857420.0,Amerika Serikat,2007,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491080,-868380.0,Amerika Serikat,2008,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491090,-548550.0,Amerika Serikat,2009,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491100,-690690.0,Amerika Serikat,2010,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491110,-785600.0,Amerika Serikat,2011,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491120,-790810.0,Amerika Serikat,2012,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491130,-750010.0,Amerika Serikat,2013,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491140,-787030.0,Amerika Serikat,2014,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491180,8263.6,Amerika Serikat,2018,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491190,8583.0,Amerika Serikat,2019,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
13365491200,10042.4,Amerika Serikat,2020,Neraca Perdagangan,Neraca Perdagangan beberapa Negara
