id,values,provinsi,tahun,dimensi,data_title
73006288081210,60.95,SULAWESI SELATAN,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
73006288091170,71.08,SULAWESI SELATAN,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
73006288091210,68.25,SULAWESI SELATAN,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
73006288101170,70.63,SULAWESI SELATAN,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
73006288101210,68.35,SULAWESI SELATAN,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
74006288071170,76.07,SULAWESI TENGGARA,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
74006288071210,80.5,SULAWESI TENGGARA,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
74006288081170,63.22,SULAWESI TENGGARA,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
74006288081210,60.68,SULAWESI TENGGARA,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
74006288091170,69.17,SULAWESI TENGGARA,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
74006288091210,67.57,SULAWESI TENGGARA,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
74006288101170,68.77,SULAWESI TENGGARA,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
74006288101210,68.38,SULAWESI TENGGARA,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
75006288071170,78.48,GORONTALO,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
75006288071210,82.36,GORONTALO,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
75006288081170,63.79,GORONTALO,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
75006288081210,59.81,GORONTALO,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
75006288091170,68.14,GORONTALO,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
75006288091210,70.06,GORONTALO,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
75006288101170,69.21,GORONTALO,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
75006288101210,69.47,GORONTALO,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
76006288071170,75.09,SULAWESI BARAT,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
76006288071210,81.98,SULAWESI BARAT,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
76006288081170,62.93,SULAWESI BARAT,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
76006288081210,57.48,SULAWESI BARAT,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
76006288091170,67.78,SULAWESI BARAT,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
76006288091210,65.21,SULAWESI BARAT,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
76006288101170,67.89,SULAWESI BARAT,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
76006288101210,66.7,SULAWESI BARAT,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
81006288071170,80.47,MALUKU,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
81006288071210,83.75,MALUKU,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
81006288081170,64.61,MALUKU,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
81006288081210,58.88,MALUKU,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
81006288091170,65.38,MALUKU,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
81006288091210,67.53,MALUKU,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
81006288101170,69.0,MALUKU,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
81006288101210,68.54,MALUKU,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
82006288071170,81.05,MALUKU UTARA,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
82006288071210,84.23,MALUKU UTARA,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
82006288081170,65.74,MALUKU UTARA,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
82006288081210,58.83,MALUKU UTARA,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
82006288091170,67.84,MALUKU UTARA,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
82006288091210,65.59,MALUKU UTARA,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
82006288101170,70.48,MALUKU UTARA,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
82006288101210,67.92,MALUKU UTARA,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
91006288071170,77.04,PAPUA BARAT,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
91006288071210,82.26,PAPUA BARAT,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
91006288081170,63.48,PAPUA BARAT,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
91006288081210,60.5,PAPUA BARAT,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
91006288091170,66.07,PAPUA BARAT,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
91006288091210,66.32,PAPUA BARAT,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
91006288101170,67.95,PAPUA BARAT,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
91006288101210,68.3,PAPUA BARAT,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
94006288071170,71.75,PAPUA,2017,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
94006288071210,75.96,PAPUA,2021,Perasaan Senang/Riang/Gembira,Dimensi Afeksi Indeks Kebahagiaan
94006288081170,60.69,PAPUA,2017,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
94006288081210,57.18,PAPUA,2021,Perasaan Tidak Khawatir/Cemas,Dimensi Afeksi Indeks Kebahagiaan
94006288091170,61.41,PAPUA,2017,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
94006288091210,61.7,PAPUA,2021,Perasaan Tidak Tertekan,Dimensi Afeksi Indeks Kebahagiaan
94006288101170,63.82,PAPUA,2017,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
94006288101210,63.72,PAPUA,2021,Dimensi Afeksi (Total),Dimensi Afeksi Indeks Kebahagiaan
