id,values,jenis_kelamin,tahun,data_title
160501130,64.58,Laki-laki,,Indeks Kebahagiaan Menurut Jenis Kelamin
160501140,67.94,Laki-laki,,Indeks Kebahagiaan Menurut Jenis Kelamin
160501170,71.12,Laki-laki,,Indeks Kebahagiaan Menurut Jenis Kelamin
160501210,71.96,Laki-laki,,Indeks Kebahagiaan Menurut Jenis Kelamin
260501130,65.57,Perempuan,,Indeks Kebahagiaan Menurut Jenis Kelamin
260501140,68.61,Perempuan,,Indeks Kebahagiaan Menurut Jenis Kelamin
260501170,70.3,Perempuan,,Indeks Kebahagiaan Menurut Jenis Kelamin
260501210,71.04,Perempuan,,Indeks Kebahagiaan Menurut Jenis Kelamin
