id,values,area,breakdown,year,data_title
19003045401150,72.42,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2015,Angka Partisipasi Murni ( A P M )
19003045401160,72.75,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2016,Angka Partisipasi Murni ( A P M )
19003045401170,73.06,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2017,Angka Partisipasi Murni ( A P M )
19003045401180,73.96,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2018,Angka Partisipasi Murni ( A P M )
19003045401190,74.13,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2019,Angka Partisipasi Murni ( A P M )
19003045401200,74.59,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2020,Angka Partisipasi Murni ( A P M )
19003045401210,74.6,KEP. BANGKA BELITUNG,SMP/Mts/Paket B,2021,Angka Partisipasi Murni ( A P M )
19003045411030,33.8,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2003,Angka Partisipasi Murni ( A P M )
19003045411040,38.15,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2004,Angka Partisipasi Murni ( A P M )
19003045411050,39.57,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2005,Angka Partisipasi Murni ( A P M )
19003045411060,34.84,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2006,Angka Partisipasi Murni ( A P M )
19003045411070,37.53,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2007,Angka Partisipasi Murni ( A P M )
19003045411080,37.72,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2008,Angka Partisipasi Murni ( A P M )
19003045411090,38.13,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2009,Angka Partisipasi Murni ( A P M )
19003045411100,38.69,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2010,Angka Partisipasi Murni ( A P M )
19003045411110,41.92,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2011,Angka Partisipasi Murni ( A P M )
19003045411120,42.93,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2012,Angka Partisipasi Murni ( A P M )
19003045411130,50.8,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2013,Angka Partisipasi Murni ( A P M )
19003045411140,56.93,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2014,Angka Partisipasi Murni ( A P M )
19003045411150,57.02,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2015,Angka Partisipasi Murni ( A P M )
19003045411160,57.22,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2016,Angka Partisipasi Murni ( A P M )
19003045411170,57.69,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2017,Angka Partisipasi Murni ( A P M )
19003045411180,57.86,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2018,Angka Partisipasi Murni ( A P M )
19003045411190,58.41,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2019,Angka Partisipasi Murni ( A P M )
19003045411200,58.82,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2020,Angka Partisipasi Murni ( A P M )
19003045411210,58.79,KEP. BANGKA BELITUNG,SM/SMK/MA/Paket C,2021,Angka Partisipasi Murni ( A P M )
21003045391050,91.65,KEP. RIAU,SD/MI/Paket A,2005,Angka Partisipasi Murni ( A P M )
21003045391060,93.66,KEP. RIAU,SD/MI/Paket A,2006,Angka Partisipasi Murni ( A P M )
21003045391070,93.5,KEP. RIAU,SD/MI/Paket A,2007,Angka Partisipasi Murni ( A P M )
21003045391080,93.79,KEP. RIAU,SD/MI/Paket A,2008,Angka Partisipasi Murni ( A P M )
21003045391090,93.92,KEP. RIAU,SD/MI/Paket A,2009,Angka Partisipasi Murni ( A P M )
21003045391100,94.56,KEP. RIAU,SD/MI/Paket A,2010,Angka Partisipasi Murni ( A P M )
21003045391110,92.24,KEP. RIAU,SD/MI/Paket A,2011,Angka Partisipasi Murni ( A P M )
21003045391120,94.5,KEP. RIAU,SD/MI/Paket A,2012,Angka Partisipasi Murni ( A P M )
21003045391130,97.64,KEP. RIAU,SD/MI/Paket A,2013,Angka Partisipasi Murni ( A P M )
21003045391140,98.22,KEP. RIAU,SD/MI/Paket A,2014,Angka Partisipasi Murni ( A P M )
21003045391150,98.68,KEP. RIAU,SD/MI/Paket A,2015,Angka Partisipasi Murni ( A P M )
21003045391160,98.83,KEP. RIAU,SD/MI/Paket A,2016,Angka Partisipasi Murni ( A P M )
21003045391170,98.93,KEP. RIAU,SD/MI/Paket A,2017,Angka Partisipasi Murni ( A P M )
21003045391180,99.12,KEP. RIAU,SD/MI/Paket A,2018,Angka Partisipasi Murni ( A P M )
21003045391190,99.13,KEP. RIAU,SD/MI/Paket A,2019,Angka Partisipasi Murni ( A P M )
21003045391200,99.16,KEP. RIAU,SD/MI/Paket A,2020,Angka Partisipasi Murni ( A P M )
21003045391210,99.26,KEP. RIAU,SD/MI/Paket A,2021,Angka Partisipasi Murni ( A P M )
21003045401050,66.48,KEP. RIAU,SMP/Mts/Paket B,2005,Angka Partisipasi Murni ( A P M )
21003045401060,72.01,KEP. RIAU,SMP/Mts/Paket B,2006,Angka Partisipasi Murni ( A P M )
21003045401070,71.69,KEP. RIAU,SMP/Mts/Paket B,2007,Angka Partisipasi Murni ( A P M )
21003045401080,72.18,KEP. RIAU,SMP/Mts/Paket B,2008,Angka Partisipasi Murni ( A P M )
21003045401090,72.53,KEP. RIAU,SMP/Mts/Paket B,2009,Angka Partisipasi Murni ( A P M )
21003045401100,72.92,KEP. RIAU,SMP/Mts/Paket B,2010,Angka Partisipasi Murni ( A P M )
21003045401110,74.29,KEP. RIAU,SMP/Mts/Paket B,2011,Angka Partisipasi Murni ( A P M )
21003045401120,78.67,KEP. RIAU,SMP/Mts/Paket B,2012,Angka Partisipasi Murni ( A P M )
21003045401130,83.31,KEP. RIAU,SMP/Mts/Paket B,2013,Angka Partisipasi Murni ( A P M )
21003045401140,83.36,KEP. RIAU,SMP/Mts/Paket B,2014,Angka Partisipasi Murni ( A P M )
21003045401150,83.77,KEP. RIAU,SMP/Mts/Paket B,2015,Angka Partisipasi Murni ( A P M )
21003045401160,84.06,KEP. RIAU,SMP/Mts/Paket B,2016,Angka Partisipasi Murni ( A P M )
21003045401170,84.28,KEP. RIAU,SMP/Mts/Paket B,2017,Angka Partisipasi Murni ( A P M )
21003045401180,84.59,KEP. RIAU,SMP/Mts/Paket B,2018,Angka Partisipasi Murni ( A P M )
21003045401190,85.54,KEP. RIAU,SMP/Mts/Paket B,2019,Angka Partisipasi Murni ( A P M )
21003045401200,86.47,KEP. RIAU,SMP/Mts/Paket B,2020,Angka Partisipasi Murni ( A P M )
21003045401210,86.6,KEP. RIAU,SMP/Mts/Paket B,2021,Angka Partisipasi Murni ( A P M )
21003045411050,51.06,KEP. RIAU,SM/SMK/MA/Paket C,2005,Angka Partisipasi Murni ( A P M )
21003045411060,52.13,KEP. RIAU,SM/SMK/MA/Paket C,2006,Angka Partisipasi Murni ( A P M )
21003045411070,52.63,KEP. RIAU,SM/SMK/MA/Paket C,2007,Angka Partisipasi Murni ( A P M )
21003045411080,53.4,KEP. RIAU,SM/SMK/MA/Paket C,2008,Angka Partisipasi Murni ( A P M )
21003045411090,53.42,KEP. RIAU,SM/SMK/MA/Paket C,2009,Angka Partisipasi Murni ( A P M )
21003045411100,54.74,KEP. RIAU,SM/SMK/MA/Paket C,2010,Angka Partisipasi Murni ( A P M )
21003045411110,56.85,KEP. RIAU,SM/SMK/MA/Paket C,2011,Angka Partisipasi Murni ( A P M )
21003045411120,63.53,KEP. RIAU,SM/SMK/MA/Paket C,2012,Angka Partisipasi Murni ( A P M )
21003045411130,67.62,KEP. RIAU,SM/SMK/MA/Paket C,2013,Angka Partisipasi Murni ( A P M )
21003045411140,70.52,KEP. RIAU,SM/SMK/MA/Paket C,2014,Angka Partisipasi Murni ( A P M )
21003045411150,71.23,KEP. RIAU,SM/SMK/MA/Paket C,2015,Angka Partisipasi Murni ( A P M )
21003045411160,71.58,KEP. RIAU,SM/SMK/MA/Paket C,2016,Angka Partisipasi Murni ( A P M )
21003045411170,71.98,KEP. RIAU,SM/SMK/MA/Paket C,2017,Angka Partisipasi Murni ( A P M )
21003045411180,72.9,KEP. RIAU,SM/SMK/MA/Paket C,2018,Angka Partisipasi Murni ( A P M )
21003045411190,72.97,KEP. RIAU,SM/SMK/MA/Paket C,2019,Angka Partisipasi Murni ( A P M )
21003045411200,73.45,KEP. RIAU,SM/SMK/MA/Paket C,2020,Angka Partisipasi Murni ( A P M )
21003045411210,73.36,KEP. RIAU,SM/SMK/MA/Paket C,2021,Angka Partisipasi Murni ( A P M )
31003045391030,91.61,DKI JAKARTA,SD/MI/Paket A,2003,Angka Partisipasi Murni ( A P M )
31003045391040,91.87,DKI JAKARTA,SD/MI/Paket A,2004,Angka Partisipasi Murni ( A P M )
31003045391050,92.4,DKI JAKARTA,SD/MI/Paket A,2005,Angka Partisipasi Murni ( A P M )
31003045391060,90.78,DKI JAKARTA,SD/MI/Paket A,2006,Angka Partisipasi Murni ( A P M )
31003045391070,93.27,DKI JAKARTA,SD/MI/Paket A,2007,Angka Partisipasi Murni ( A P M )
31003045391080,93.81,DKI JAKARTA,SD/MI/Paket A,2008,Angka Partisipasi Murni ( A P M )
31003045391090,94.07,DKI JAKARTA,SD/MI/Paket A,2009,Angka Partisipasi Murni ( A P M )
31003045391100,94.59,DKI JAKARTA,SD/MI/Paket A,2010,Angka Partisipasi Murni ( A P M )
31003045391110,90.26,DKI JAKARTA,SD/MI/Paket A,2011,Angka Partisipasi Murni ( A P M )
31003045391120,90.48,DKI JAKARTA,SD/MI/Paket A,2012,Angka Partisipasi Murni ( A P M )
31003045391130,96.07,DKI JAKARTA,SD/MI/Paket A,2013,Angka Partisipasi Murni ( A P M )
31003045391140,96.84,DKI JAKARTA,SD/MI/Paket A,2014,Angka Partisipasi Murni ( A P M )
31003045391150,96.91,DKI JAKARTA,SD/MI/Paket A,2015,Angka Partisipasi Murni ( A P M )
31003045391160,97.01,DKI JAKARTA,SD/MI/Paket A,2016,Angka Partisipasi Murni ( A P M )
31003045391170,97.64,DKI JAKARTA,SD/MI/Paket A,2017,Angka Partisipasi Murni ( A P M )
31003045391180,98.03,DKI JAKARTA,SD/MI/Paket A,2018,Angka Partisipasi Murni ( A P M )
31003045391190,98.12,DKI JAKARTA,SD/MI/Paket A,2019,Angka Partisipasi Murni ( A P M )
31003045391200,98.05,DKI JAKARTA,SD/MI/Paket A,2020,Angka Partisipasi Murni ( A P M )
31003045391210,98.22,DKI JAKARTA,SD/MI/Paket A,2021,Angka Partisipasi Murni ( A P M )
31003045401030,77.58,DKI JAKARTA,SMP/Mts/Paket B,2003,Angka Partisipasi Murni ( A P M )
31003045401040,76.08,DKI JAKARTA,SMP/Mts/Paket B,2004,Angka Partisipasi Murni ( A P M )
31003045401050,74.95,DKI JAKARTA,SMP/Mts/Paket B,2005,Angka Partisipasi Murni ( A P M )
31003045401060,71.41,DKI JAKARTA,SMP/Mts/Paket B,2006,Angka Partisipasi Murni ( A P M )
31003045401070,71.36,DKI JAKARTA,SMP/Mts/Paket B,2007,Angka Partisipasi Murni ( A P M )
31003045401080,71.5,DKI JAKARTA,SMP/Mts/Paket B,2008,Angka Partisipasi Murni ( A P M )
31003045401090,72.02,DKI JAKARTA,SMP/Mts/Paket B,2009,Angka Partisipasi Murni ( A P M )
31003045401100,71.96,DKI JAKARTA,SMP/Mts/Paket B,2010,Angka Partisipasi Murni ( A P M )
31003045401110,69.66,DKI JAKARTA,SMP/Mts/Paket B,2011,Angka Partisipasi Murni ( A P M )
31003045401120,70.31,DKI JAKARTA,SMP/Mts/Paket B,2012,Angka Partisipasi Murni ( A P M )
31003045401130,75.46,DKI JAKARTA,SMP/Mts/Paket B,2013,Angka Partisipasi Murni ( A P M )
31003045401140,79.61,DKI JAKARTA,SMP/Mts/Paket B,2014,Angka Partisipasi Murni ( A P M )
31003045401150,80.2,DKI JAKARTA,SMP/Mts/Paket B,2015,Angka Partisipasi Murni ( A P M )
31003045401160,80.35,DKI JAKARTA,SMP/Mts/Paket B,2016,Angka Partisipasi Murni ( A P M )
31003045401170,80.72,DKI JAKARTA,SMP/Mts/Paket B,2017,Angka Partisipasi Murni ( A P M )
31003045401180,80.81,DKI JAKARTA,SMP/Mts/Paket B,2018,Angka Partisipasi Murni ( A P M )
31003045401190,81.68,DKI JAKARTA,SMP/Mts/Paket B,2019,Angka Partisipasi Murni ( A P M )
31003045401200,82.47,DKI JAKARTA,SMP/Mts/Paket B,2020,Angka Partisipasi Murni ( A P M )
31003045401210,83.01,DKI JAKARTA,SMP/Mts/Paket B,2021,Angka Partisipasi Murni ( A P M )
31003045411030,63.26,DKI JAKARTA,SM/SMK/MA/Paket C,2003,Angka Partisipasi Murni ( A P M )
31003045411040,61.25,DKI JAKARTA,SM/SMK/MA/Paket C,2004,Angka Partisipasi Murni ( A P M )
31003045411050,58.62,DKI JAKARTA,SM/SMK/MA/Paket C,2005,Angka Partisipasi Murni ( A P M )
31003045411060,52.82,DKI JAKARTA,SM/SMK/MA/Paket C,2006,Angka Partisipasi Murni ( A P M )
31003045411070,49.76,DKI JAKARTA,SM/SMK/MA/Paket C,2007,Angka Partisipasi Murni ( A P M )
31003045411080,50.05,DKI JAKARTA,SM/SMK/MA/Paket C,2008,Angka Partisipasi Murni ( A P M )
31003045411090,50.43,DKI JAKARTA,SM/SMK/MA/Paket C,2009,Angka Partisipasi Murni ( A P M )
31003045411100,50.57,DKI JAKARTA,SM/SMK/MA/Paket C,2010,Angka Partisipasi Murni ( A P M )
31003045411110,49.91,DKI JAKARTA,SM/SMK/MA/Paket C,2011,Angka Partisipasi Murni ( A P M )
31003045411120,54.25,DKI JAKARTA,SM/SMK/MA/Paket C,2012,Angka Partisipasi Murni ( A P M )
31003045411130,55.4,DKI JAKARTA,SM/SMK/MA/Paket C,2013,Angka Partisipasi Murni ( A P M )
31003045411140,58.79,DKI JAKARTA,SM/SMK/MA/Paket C,2014,Angka Partisipasi Murni ( A P M )
31003045411150,59.04,DKI JAKARTA,SM/SMK/MA/Paket C,2015,Angka Partisipasi Murni ( A P M )
31003045411160,59.3,DKI JAKARTA,SM/SMK/MA/Paket C,2016,Angka Partisipasi Murni ( A P M )
31003045411170,59.54,DKI JAKARTA,SM/SMK/MA/Paket C,2017,Angka Partisipasi Murni ( A P M )
31003045411180,60.01,DKI JAKARTA,SM/SMK/MA/Paket C,2018,Angka Partisipasi Murni ( A P M )
31003045411190,60.24,DKI JAKARTA,SM/SMK/MA/Paket C,2019,Angka Partisipasi Murni ( A P M )
31003045411200,60.42,DKI JAKARTA,SM/SMK/MA/Paket C,2020,Angka Partisipasi Murni ( A P M )
31003045411210,60.53,DKI JAKARTA,SM/SMK/MA/Paket C,2021,Angka Partisipasi Murni ( A P M )
32003045391030,92.45,JAWA BARAT,SD/MI/Paket A,2003,Angka Partisipasi Murni ( A P M )
32003045391040,93.41,JAWA BARAT,SD/MI/Paket A,2004,Angka Partisipasi Murni ( A P M )
32003045391050,91.86,JAWA BARAT,SD/MI/Paket A,2005,Angka Partisipasi Murni ( A P M )
32003045391060,94.21,JAWA BARAT,SD/MI/Paket A,2006,Angka Partisipasi Murni ( A P M )
32003045391070,94.17,JAWA BARAT,SD/MI/Paket A,2007,Angka Partisipasi Murni ( A P M )
32003045391080,94.19,JAWA BARAT,SD/MI/Paket A,2008,Angka Partisipasi Murni ( A P M )
32003045391090,94.56,JAWA BARAT,SD/MI/Paket A,2009,Angka Partisipasi Murni ( A P M )
32003045391100,95.02,JAWA BARAT,SD/MI/Paket A,2010,Angka Partisipasi Murni ( A P M )
32003045391110,92.26,JAWA BARAT,SD/MI/Paket A,2011,Angka Partisipasi Murni ( A P M )
32003045391120,93.41,JAWA BARAT,SD/MI/Paket A,2012,Angka Partisipasi Murni ( A P M )
32003045391130,97.08,JAWA BARAT,SD/MI/Paket A,2013,Angka Partisipasi Murni ( A P M )
32003045391140,97.6,JAWA BARAT,SD/MI/Paket A,2014,Angka Partisipasi Murni ( A P M )
32003045391150,97.68,JAWA BARAT,SD/MI/Paket A,2015,Angka Partisipasi Murni ( A P M )
32003045391160,97.82,JAWA BARAT,SD/MI/Paket A,2016,Angka Partisipasi Murni ( A P M )
32003045391170,98.05,JAWA BARAT,SD/MI/Paket A,2017,Angka Partisipasi Murni ( A P M )
32003045391180,98.25,JAWA BARAT,SD/MI/Paket A,2018,Angka Partisipasi Murni ( A P M )
32003045391190,98.27,JAWA BARAT,SD/MI/Paket A,2019,Angka Partisipasi Murni ( A P M )
32003045391200,98.37,JAWA BARAT,SD/MI/Paket A,2020,Angka Partisipasi Murni ( A P M )
32003045391210,98.37,JAWA BARAT,SD/MI/Paket A,2021,Angka Partisipasi Murni ( A P M )
32003045401030,61.02,JAWA BARAT,SMP/Mts/Paket B,2003,Angka Partisipasi Murni ( A P M )
32003045401040,61.74,JAWA BARAT,SMP/Mts/Paket B,2004,Angka Partisipasi Murni ( A P M )
32003045401050,59.99,JAWA BARAT,SMP/Mts/Paket B,2005,Angka Partisipasi Murni ( A P M )
32003045401060,62.13,JAWA BARAT,SMP/Mts/Paket B,2006,Angka Partisipasi Murni ( A P M )
32003045401070,67.27,JAWA BARAT,SMP/Mts/Paket B,2007,Angka Partisipasi Murni ( A P M )
32003045401080,68.2,JAWA BARAT,SMP/Mts/Paket B,2008,Angka Partisipasi Murni ( A P M )
32003045401090,67.91,JAWA BARAT,SMP/Mts/Paket B,2009,Angka Partisipasi Murni ( A P M )
32003045401100,68.43,JAWA BARAT,SMP/Mts/Paket B,2010,Angka Partisipasi Murni ( A P M )
32003045401110,69.89,JAWA BARAT,SMP/Mts/Paket B,2011,Angka Partisipasi Murni ( A P M )
32003045401120,73.54,JAWA BARAT,SMP/Mts/Paket B,2012,Angka Partisipasi Murni ( A P M )
32003045401130,76.76,JAWA BARAT,SMP/Mts/Paket B,2013,Angka Partisipasi Murni ( A P M )
32003045401140,79.3,JAWA BARAT,SMP/Mts/Paket B,2014,Angka Partisipasi Murni ( A P M )
32003045401150,79.55,JAWA BARAT,SMP/Mts/Paket B,2015,Angka Partisipasi Murni ( A P M )
32003045401160,79.76,JAWA BARAT,SMP/Mts/Paket B,2016,Angka Partisipasi Murni ( A P M )
32003045401170,80.29,JAWA BARAT,SMP/Mts/Paket B,2017,Angka Partisipasi Murni ( A P M )
32003045401180,81.01,JAWA BARAT,SMP/Mts/Paket B,2018,Angka Partisipasi Murni ( A P M )
32003045401190,81.26,JAWA BARAT,SMP/Mts/Paket B,2019,Angka Partisipasi Murni ( A P M )
32003045401200,82.06,JAWA BARAT,SMP/Mts/Paket B,2020,Angka Partisipasi Murni ( A P M )
32003045401210,82.88,JAWA BARAT,SMP/Mts/Paket B,2021,Angka Partisipasi Murni ( A P M )
32003045411030,34.65,JAWA BARAT,SM/SMK/MA/Paket C,2003,Angka Partisipasi Murni ( A P M )
32003045411040,37.18,JAWA BARAT,SM/SMK/MA/Paket C,2004,Angka Partisipasi Murni ( A P M )
32003045411050,36.89,JAWA BARAT,SM/SMK/MA/Paket C,2005,Angka Partisipasi Murni ( A P M )
32003045411060,37.84,JAWA BARAT,SM/SMK/MA/Paket C,2006,Angka Partisipasi Murni ( A P M )
32003045411070,38.29,JAWA BARAT,SM/SMK/MA/Paket C,2007,Angka Partisipasi Murni ( A P M )
32003045411080,38.31,JAWA BARAT,SM/SMK/MA/Paket C,2008,Angka Partisipasi Murni ( A P M )
32003045411090,38.59,JAWA BARAT,SM/SMK/MA/Paket C,2009,Angka Partisipasi Murni ( A P M )
32003045411100,38.84,JAWA BARAT,SM/SMK/MA/Paket C,2010,Angka Partisipasi Murni ( A P M )
32003045411110,42.45,JAWA BARAT,SM/SMK/MA/Paket C,2011,Angka Partisipasi Murni ( A P M )
32003045411120,51.24,JAWA BARAT,SM/SMK/MA/Paket C,2012,Angka Partisipasi Murni ( A P M )
32003045411130,52.25,JAWA BARAT,SM/SMK/MA/Paket C,2013,Angka Partisipasi Murni ( A P M )
32003045411140,56.48,JAWA BARAT,SM/SMK/MA/Paket C,2014,Angka Partisipasi Murni ( A P M )
32003045411150,56.73,JAWA BARAT,SM/SMK/MA/Paket C,2015,Angka Partisipasi Murni ( A P M )
32003045411160,56.92,JAWA BARAT,SM/SMK/MA/Paket C,2016,Angka Partisipasi Murni ( A P M )
32003045411170,57.22,JAWA BARAT,SM/SMK/MA/Paket C,2017,Angka Partisipasi Murni ( A P M )
32003045411180,57.33,JAWA BARAT,SM/SMK/MA/Paket C,2018,Angka Partisipasi Murni ( A P M )
32003045411190,57.53,JAWA BARAT,SM/SMK/MA/Paket C,2019,Angka Partisipasi Murni ( A P M )
32003045411200,57.9,JAWA BARAT,SM/SMK/MA/Paket C,2020,Angka Partisipasi Murni ( A P M )
32003045411210,58.58,JAWA BARAT,SM/SMK/MA/Paket C,2021,Angka Partisipasi Murni ( A P M )
33003045391030,93.7,JAWA TENGAH,SD/MI/Paket A,2003,Angka Partisipasi Murni ( A P M )
33003045391040,93.32,JAWA TENGAH,SD/MI/Paket A,2004,Angka Partisipasi Murni ( A P M )
33003045391050,94.47,JAWA TENGAH,SD/MI/Paket A,2005,Angka Partisipasi Murni ( A P M )
33003045391060,94.05,JAWA TENGAH,SD/MI/Paket A,2006,Angka Partisipasi Murni ( A P M )
33003045391070,94.78,JAWA TENGAH,SD/MI/Paket A,2007,Angka Partisipasi Murni ( A P M )
33003045391080,95.14,JAWA TENGAH,SD/MI/Paket A,2008,Angka Partisipasi Murni ( A P M )
33003045391090,95.63,JAWA TENGAH,SD/MI/Paket A,2009,Angka Partisipasi Murni ( A P M )
33003045391100,95.93,JAWA TENGAH,SD/MI/Paket A,2010,Angka Partisipasi Murni ( A P M )
33003045391110,90.2,JAWA TENGAH,SD/MI/Paket A,2011,Angka Partisipasi Murni ( A P M )
33003045391120,92.05,JAWA TENGAH,SD/MI/Paket A,2012,Angka Partisipasi Murni ( A P M )
33003045391130,95.68,JAWA TENGAH,SD/MI/Paket A,2013,Angka Partisipasi Murni ( A P M )
33003045391140,96.45,JAWA TENGAH,SD/MI/Paket A,2014,Angka Partisipasi Murni ( A P M )
33003045391150,96.57,JAWA TENGAH,SD/MI/Paket A,2015,Angka Partisipasi Murni ( A P M )
33003045391160,96.64,JAWA TENGAH,SD/MI/Paket A,2016,Angka Partisipasi Murni ( A P M )
33003045391170,97.13,JAWA TENGAH,SD/MI/Paket A,2017,Angka Partisipasi Murni ( A P M )
33003045391180,97.75,JAWA TENGAH,SD/MI/Paket A,2018,Angka Partisipasi Murni ( A P M )
33003045391190,97.77,JAWA TENGAH,SD/MI/Paket A,2019,Angka Partisipasi Murni ( A P M )
33003045391200,97.9,JAWA TENGAH,SD/MI/Paket A,2020,Angka Partisipasi Murni ( A P M )
33003045391210,98.22,JAWA TENGAH,SD/MI/Paket A,2021,Angka Partisipasi Murni ( A P M )
33003045401030,66.61,JAWA TENGAH,SMP/Mts/Paket B,2003,Angka Partisipasi Murni ( A P M )
33003045401040,67.82,JAWA TENGAH,SMP/Mts/Paket B,2004,Angka Partisipasi Murni ( A P M )
33003045401050,69.99,JAWA TENGAH,SMP/Mts/Paket B,2005,Angka Partisipasi Murni ( A P M )
33003045401060,67.67,JAWA TENGAH,SMP/Mts/Paket B,2006,Angka Partisipasi Murni ( A P M )
33003045401070,69.19,JAWA TENGAH,SMP/Mts/Paket B,2007,Angka Partisipasi Murni ( A P M )
33003045401080,69.68,JAWA TENGAH,SMP/Mts/Paket B,2008,Angka Partisipasi Murni ( A P M )
33003045401090,69.67,JAWA TENGAH,SMP/Mts/Paket B,2009,Angka Partisipasi Murni ( A P M )
33003045401100,69.92,JAWA TENGAH,SMP/Mts/Paket B,2010,Angka Partisipasi Murni ( A P M )
33003045401110,69.92,JAWA TENGAH,SMP/Mts/Paket B,2011,Angka Partisipasi Murni ( A P M )
33003045401120,72.52,JAWA TENGAH,SMP/Mts/Paket B,2012,Angka Partisipasi Murni ( A P M )
33003045401130,74.94,JAWA TENGAH,SMP/Mts/Paket B,2013,Angka Partisipasi Murni ( A P M )
33003045401140,78.57,JAWA TENGAH,SMP/Mts/Paket B,2014,Angka Partisipasi Murni ( A P M )
33003045401150,78.66,JAWA TENGAH,SMP/Mts/Paket B,2015,Angka Partisipasi Murni ( A P M )
33003045401160,78.89,JAWA TENGAH,SMP/Mts/Paket B,2016,Angka Partisipasi Murni ( A P M )
33003045401170,79.13,JAWA TENGAH,SMP/Mts/Paket B,2017,Angka Partisipasi Murni ( A P M )
33003045401180,79.31,JAWA TENGAH,SMP/Mts/Paket B,2018,Angka Partisipasi Murni ( A P M )
33003045401190,79.84,JAWA TENGAH,SMP/Mts/Paket B,2019,Angka Partisipasi Murni ( A P M )
33003045401200,80.53,JAWA TENGAH,SMP/Mts/Paket B,2020,Angka Partisipasi Murni ( A P M )
33003045401210,80.99,JAWA TENGAH,SMP/Mts/Paket B,2021,Angka Partisipasi Murni ( A P M )
33003045411030,38.29,JAWA TENGAH,SM/SMK/MA/Paket C,2003,Angka Partisipasi Murni ( A P M )
33003045411040,41.67,JAWA TENGAH,SM/SMK/MA/Paket C,2004,Angka Partisipasi Murni ( A P M )
33003045411050,43.3,JAWA TENGAH,SM/SMK/MA/Paket C,2005,Angka Partisipasi Murni ( A P M )
33003045411060,42.36,JAWA TENGAH,SM/SMK/MA/Paket C,2006,Angka Partisipasi Murni ( A P M )
33003045411070,44.11,JAWA TENGAH,SM/SMK/MA/Paket C,2007,Angka Partisipasi Murni ( A P M )
33003045411080,44.39,JAWA TENGAH,SM/SMK/MA/Paket C,2008,Angka Partisipasi Murni ( A P M )
33003045411090,44.53,JAWA TENGAH,SM/SMK/MA/Paket C,2009,Angka Partisipasi Murni ( A P M )
33003045411100,45.0,JAWA TENGAH,SM/SMK/MA/Paket C,2010,Angka Partisipasi Murni ( A P M )
33003045411110,47.17,JAWA TENGAH,SM/SMK/MA/Paket C,2011,Angka Partisipasi Murni ( A P M )
33003045411120,51.11,JAWA TENGAH,SM/SMK/MA/Paket C,2012,Angka Partisipasi Murni ( A P M )
33003045411130,51.81,JAWA TENGAH,SM/SMK/MA/Paket C,2013,Angka Partisipasi Murni ( A P M )
33003045411140,58.11,JAWA TENGAH,SM/SMK/MA/Paket C,2014,Angka Partisipasi Murni ( A P M )
33003045411150,58.27,JAWA TENGAH,SM/SMK/MA/Paket C,2015,Angka Partisipasi Murni ( A P M )
33003045411160,58.49,JAWA TENGAH,SM/SMK/MA/Paket C,2016,Angka Partisipasi Murni ( A P M )
33003045411170,59.2,JAWA TENGAH,SM/SMK/MA/Paket C,2017,Angka Partisipasi Murni ( A P M )
33003045411180,59.31,JAWA TENGAH,SM/SMK/MA/Paket C,2018,Angka Partisipasi Murni ( A P M )
33003045411190,59.35,JAWA TENGAH,SM/SMK/MA/Paket C,2019,Angka Partisipasi Murni ( A P M )
33003045411200,59.74,JAWA TENGAH,SM/SMK/MA/Paket C,2020,Angka Partisipasi Murni ( A P M )
33003045411210,60.46,JAWA TENGAH,SM/SMK/MA/Paket C,2021,Angka Partisipasi Murni ( A P M )
34003045391030,91.98,DI YOGYAKARTA,SD/MI/Paket A,2003,Angka Partisipasi Murni ( A P M )
34003045391040,92.55,DI YOGYAKARTA,SD/MI/Paket A,2004,Angka Partisipasi Murni ( A P M )
34003045391050,95.46,DI YOGYAKARTA,SD/MI/Paket A,2005,Angka Partisipasi Murni ( A P M )
34003045391060,94.38,DI YOGYAKARTA,SD/MI/Paket A,2006,Angka Partisipasi Murni ( A P M )
