id,values,provinsi,tahun,data_title
1600146201210,99.95,SUMATERA SELATAN,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1600146201220,99.95,SUMATERA SELATAN,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201150,100.0,BENGKULU,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201160,99.94,BENGKULU,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201170,99.94,BENGKULU,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201180,99.9,BENGKULU,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201190,99.91,BENGKULU,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201200,99.93,BENGKULU,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201210,99.87,BENGKULU,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1700146201220,99.85,BENGKULU,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201150,99.88,LAMPUNG,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201160,99.91,LAMPUNG,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201170,99.83,LAMPUNG,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201180,99.85,LAMPUNG,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201190,99.91,LAMPUNG,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201200,99.89,LAMPUNG,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201210,99.9,LAMPUNG,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1800146201220,99.9,LAMPUNG,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201150,99.88,KEP. BANGKA BELITUNG,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201160,99.79,KEP. BANGKA BELITUNG,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201170,99.8,KEP. BANGKA BELITUNG,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201180,99.89,KEP. BANGKA BELITUNG,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201190,99.86,KEP. BANGKA BELITUNG,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201200,99.87,KEP. BANGKA BELITUNG,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201210,99.85,KEP. BANGKA BELITUNG,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
1900146201220,99.88,KEP. BANGKA BELITUNG,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201150,99.98,KEP. RIAU,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201160,99.94,KEP. RIAU,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201170,99.91,KEP. RIAU,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201180,99.96,KEP. RIAU,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201190,99.95,KEP. RIAU,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201200,99.91,KEP. RIAU,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201210,99.91,KEP. RIAU,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
2100146201220,99.96,KEP. RIAU,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201150,100.0,DKI JAKARTA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201160,100.0,DKI JAKARTA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201170,99.96,DKI JAKARTA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201180,99.97,DKI JAKARTA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201190,99.96,DKI JAKARTA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201200,99.96,DKI JAKARTA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201210,99.95,DKI JAKARTA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3100146201220,99.93,DKI JAKARTA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201150,99.93,JAWA BARAT,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201160,99.98,JAWA BARAT,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201170,99.96,JAWA BARAT,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201180,99.99,JAWA BARAT,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201190,99.98,JAWA BARAT,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201200,99.97,JAWA BARAT,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201210,99.97,JAWA BARAT,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3200146201220,99.97,JAWA BARAT,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201150,99.89,JAWA TENGAH,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201160,99.86,JAWA TENGAH,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201170,99.87,JAWA TENGAH,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201180,99.88,JAWA TENGAH,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201190,99.92,JAWA TENGAH,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201200,99.95,JAWA TENGAH,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201210,99.97,JAWA TENGAH,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3300146201220,99.96,JAWA TENGAH,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201150,99.92,DI YOGYAKARTA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201160,99.96,DI YOGYAKARTA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201170,99.94,DI YOGYAKARTA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201180,100.0,DI YOGYAKARTA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201190,100.0,DI YOGYAKARTA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201200,99.93,DI YOGYAKARTA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201210,99.93,DI YOGYAKARTA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3400146201220,99.93,DI YOGYAKARTA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201150,99.84,JAWA TIMUR,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201160,99.8,JAWA TIMUR,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201170,99.82,JAWA TIMUR,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201180,99.88,JAWA TIMUR,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201190,99.91,JAWA TIMUR,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201200,99.94,JAWA TIMUR,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201210,99.95,JAWA TIMUR,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3500146201220,99.94,JAWA TIMUR,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201150,99.94,BANTEN,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201160,99.96,BANTEN,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201170,99.97,BANTEN,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201180,99.98,BANTEN,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201190,99.97,BANTEN,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201200,99.94,BANTEN,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201210,99.94,BANTEN,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
3600146201220,99.91,BANTEN,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201150,99.84,BALI,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201160,99.85,BALI,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201170,99.83,BALI,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201180,99.92,BALI,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201190,99.93,BALI,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201200,99.94,BALI,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201210,99.95,BALI,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5100146201220,99.94,BALI,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201150,99.85,NUSA TENGGARA BARAT,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201160,99.79,NUSA TENGGARA BARAT,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201170,99.78,NUSA TENGGARA BARAT,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201180,99.75,NUSA TENGGARA BARAT,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201190,99.92,NUSA TENGGARA BARAT,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201200,99.93,NUSA TENGGARA BARAT,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201210,99.92,NUSA TENGGARA BARAT,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5200146201220,99.88,NUSA TENGGARA BARAT,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201150,98.45,NUSA TENGGARA TIMUR,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201160,98.51,NUSA TENGGARA TIMUR,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201170,98.49,NUSA TENGGARA TIMUR,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201180,98.51,NUSA TENGGARA TIMUR,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201190,98.8,NUSA TENGGARA TIMUR,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201200,98.89,NUSA TENGGARA TIMUR,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201210,98.97,NUSA TENGGARA TIMUR,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
5300146201220,99.27,NUSA TENGGARA TIMUR,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201150,99.69,KALIMANTAN BARAT,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201160,99.61,KALIMANTAN BARAT,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201170,99.68,KALIMANTAN BARAT,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201180,99.79,KALIMANTAN BARAT,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201190,99.84,KALIMANTAN BARAT,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201200,99.86,KALIMANTAN BARAT,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201210,99.87,KALIMANTAN BARAT,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6100146201220,99.89,KALIMANTAN BARAT,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201150,99.84,KALIMANTAN TENGAH,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201160,99.89,KALIMANTAN TENGAH,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201170,99.89,KALIMANTAN TENGAH,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201180,99.85,KALIMANTAN TENGAH,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201190,99.84,KALIMANTAN TENGAH,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201200,99.86,KALIMANTAN TENGAH,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201210,99.86,KALIMANTAN TENGAH,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6200146201220,99.85,KALIMANTAN TENGAH,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201150,99.93,KALIMANTAN SELATAN,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201160,99.94,KALIMANTAN SELATAN,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201170,99.92,KALIMANTAN SELATAN,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201180,99.91,KALIMANTAN SELATAN,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201190,99.87,KALIMANTAN SELATAN,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201200,99.92,KALIMANTAN SELATAN,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201210,99.92,KALIMANTAN SELATAN,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6300146201220,99.92,KALIMANTAN SELATAN,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201150,100.0,KALIMANTAN TIMUR,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201160,100.0,KALIMANTAN TIMUR,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201170,99.92,KALIMANTAN TIMUR,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201180,100.0,KALIMANTAN TIMUR,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201190,100.0,KALIMANTAN TIMUR,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201200,99.96,KALIMANTAN TIMUR,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201210,99.95,KALIMANTAN TIMUR,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6400146201220,99.96,KALIMANTAN TIMUR,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201150,99.32,KALIMANTAN UTARA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201160,99.28,KALIMANTAN UTARA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201170,99.42,KALIMANTAN UTARA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201180,99.34,KALIMANTAN UTARA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201190,99.68,KALIMANTAN UTARA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201200,99.6,KALIMANTAN UTARA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201210,99.59,KALIMANTAN UTARA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
6500146201220,99.6,KALIMANTAN UTARA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201150,99.92,SULAWESI UTARA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201160,99.83,SULAWESI UTARA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201170,99.87,SULAWESI UTARA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201180,99.95,SULAWESI UTARA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201190,99.95,SULAWESI UTARA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201200,99.92,SULAWESI UTARA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201210,99.9,SULAWESI UTARA,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7100146201220,99.91,SULAWESI UTARA,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201150,99.58,SULAWESI TENGAH,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201160,99.52,SULAWESI TENGAH,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201170,99.54,SULAWESI TENGAH,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201180,99.68,SULAWESI TENGAH,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201190,99.81,SULAWESI TENGAH,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201200,99.8,SULAWESI TENGAH,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201210,99.82,SULAWESI TENGAH,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7200146201220,99.82,SULAWESI TENGAH,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201150,99.39,SULAWESI SELATAN,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201160,99.34,SULAWESI SELATAN,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201170,99.34,SULAWESI SELATAN,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201180,99.48,SULAWESI SELATAN,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201190,99.68,SULAWESI SELATAN,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201200,99.73,SULAWESI SELATAN,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201210,99.78,SULAWESI SELATAN,2021,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7300146201220,99.8,SULAWESI SELATAN,2022,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201150,99.55,SULAWESI TENGGARA,2015,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201160,99.55,SULAWESI TENGGARA,2016,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201170,99.72,SULAWESI TENGGARA,2017,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201180,99.75,SULAWESI TENGGARA,2018,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201190,99.92,SULAWESI TENGGARA,2019,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
7400146201200,99.93,SULAWESI TENGGARA,2020,Angka Melek Huruf Penduduk Umur 15-24 Tahun Menurut Provinsi
